"meshblockID" "urbanRural" "code"
2309100 "Rural area with moderate urban influence" "E"
2308500 "Rural area with low urban influence" "F"
3019600 "Highly rural/remote area" "G"
2829500 "Rural area with moderate urban influence" "E"
2349905 "Highly rural/remote area" "G"
2253502 "Independent Urban Area" "B"
2284801 "Highly rural/remote area" "G"
1874820 "Main urban area" "A"
2252901 "Rural area with moderate urban influence" "E"
2386400 "Highly rural/remote area" "G"
1874817 "Main urban area" "A"
2310001 "Area outside urban/rural profile" "Z"
1999401 "Main urban area" "A"
2001102 "Main urban area" "A"
2684900 "Main urban area" "A"
2001900 "Main urban area" "A"
1876002 "Main urban area" "A"
2602400 "Main urban area" "A"
1875103 "Main urban area" "A"
2002100 "Main urban area" "A"
2669500 "Main urban area" "A"
1594300 "Main urban area" "A"
1589100 "Main urban area" "A"
2681400 "Main urban area" "A"
2000902 "Main urban area" "A"
1585200 "Main urban area" "A"
2349905 "Highly rural/remote area" "G"
1587903 "Main urban area" "A"
1874706 "Main urban area" "A"
2002400 "Rural area with moderate urban influence" "E"
1590300 "Main urban area" "A"
2603601 "Main urban area" "A"
1591700 "Main urban area" "A"
2668800 "Main urban area" "A"
1587903 "Main urban area" "A"
1589800 "Main urban area" "A"
1393000 "Highly rural/remote area" "G"
2596600 "Main urban area" "A"
1590600 "Main urban area" "A"
2516200 "Main urban area" "A"
1591800 "Main urban area" "A"
1587903 "Main urban area" "A"
1588900 "Main urban area" "A"
1560105 "Main urban area" "A"
1594900 "Main urban area" "A"
1585000 "Main urban area" "A"
1875201 "Main urban area" "A"
2001000 "Main urban area" "A"
1875800 "Main urban area" "A"
2285602 "Highly rural/remote area" "G"
1917601 "Main urban area" "A"
1992900 "Main urban area" "A"
1992800 "Main urban area" "A"
2417400 "Highly rural/remote area" "G"
1989200 "Main urban area" "A"
2681800 "Main urban area" "A"
1939900 "Main urban area" "A"
1598601 "Main urban area" "A"
1595600 "Main urban area" "A"
1592500 "Main urban area" "A"
1988500 "Main urban area" "A"
1581200 "Main urban area" "A"
1650400 "Independent Urban Area" "B"
1940100 "Main urban area" "A"
1461007 "Main urban area" "A"
1989000 "Main urban area" "A"
1460800 "Main urban area" "A"
1403800 "Main urban area" "A"
1461008 "Main urban area" "A"
1645600 "Independent Urban Area" "B"
1408900 "Rural area with moderate urban influence" "E"
1645700 "Independent Urban Area" "B"
1940200 "Main urban area" "A"
1989100 "Main urban area" "A"
1460901 "Main urban area" "A"
1461004 "Main urban area" "A"
1768800 "Satellite Urban Area" "C"
1533500 "Independent Urban Area" "B"
88700 "Main urban area" "A"
1533300 "Independent Urban Area" "B"
138815 "Rural area with moderate urban influence" "E"
1767702 "Satellite Urban Area" "C"
153100 "Main urban area" "A"
1769000 "Satellite Urban Area" "C"
363902 "Main urban area" "A"
1772400 "Satellite Urban Area" "C"
427600 "Main urban area" "A"
1533200 "Independent Urban Area" "B"
465400 "Main urban area" "A"
1532600 "Independent Urban Area" "B"
614501 "Main urban area" "A"
576800 "Main urban area" "A"
282900 "Main urban area" "A"
1530100 "Independent Urban Area" "B"
1539501 "Highly rural/remote area" "G"
71100 "Rural area with high urban influence" "D"
144600 "Rural area with low urban influence" "F"
154100 "Main urban area" "A"
342500 "Main urban area" "A"
421900 "Main urban area" "A"
255000 "Main urban area" "A"
540700 "Main urban area" "A"
578400 "Main urban area" "A"
605500 "Main urban area" "A"
2925900 "Main urban area" "A"
3046700 "Rural area with low urban influence" "F"
2973200 "Main urban area" "A"
2924600 "Main urban area" "A"
2973500 "Main urban area" "A"
2946100 "Main urban area" "A"
2947100 "Main urban area" "A"
2973100 "Main urban area" "A"
2977300 "Main urban area" "A"
2927200 "Main urban area" "A"
2925600 "Main urban area" "A"
3010800 "Highly rural/remote area" "G"
3046600 "Rural area with moderate urban influence" "E"
2946200 "Main urban area" "A"
2924700 "Main urban area" "A"
2973400 "Main urban area" "A"
69500 "Main urban area" "A"
142500 "Independent Urban Area" "B"
155701 "Main urban area" "A"
204702 "Main urban area" "A"
432900 "Main urban area" "A"
407400 "Main urban area" "A"
719203 "Main urban area" "A"
3048700 "Highly rural/remote area" "G"
3048000 "Rural area with low urban influence" "F"
266500 "Main urban area" "A"
2924500 "Main urban area" "A"
2977400 "Main urban area" "A"
3155005 "Highly rural/remote area" "G"
586000 "Main urban area" "A"
3155005 "Highly rural/remote area" "G"
3155005 "Highly rural/remote area" "G"
3155005 "Highly rural/remote area" "G"
3155005 "Highly rural/remote area" "G"
3155005 "Highly rural/remote area" "G"
3155005 "Highly rural/remote area" "G"
3155005 "Highly rural/remote area" "G"
3155005 "Highly rural/remote area" "G"
3155005 "Highly rural/remote area" "G"
1204404 "Main urban area" "A"
1164800 "Main urban area" "A"
1164700 "Main urban area" "A"
1158200 "Main urban area" "A"
1164900 "Main urban area" "A"
1204936 "Main urban area" "A"
1159102 "Main urban area" "A"
1205502 "Main urban area" "A"
1165000 "Main urban area" "A"
1204925 "Main urban area" "A"
1201606 "Main urban area" "A"
1205408 "Main urban area" "A"
1164600 "Main urban area" "A"
975900 "Main urban area" "A"
1159600 "Main urban area" "A"
1204927 "Main urban area" "A"
1158000 "Main urban area" "A"
1091300 "Rural area with moderate urban influence" "E"
1205403 "Main urban area" "A"
1190100 "Main urban area" "A"
984404 "Main urban area" "A"
1119300 "Independent Urban Area" "B"
957401 "Main urban area" "A"
925400 "Main urban area" "A"
925203 "Main urban area" "A"
1118902 "Independent Urban Area" "B"
701300 "Main urban area" "A"
1121300 "Independent Urban Area" "B"
764901 "Rural area with high urban influence" "D"
1113102 "Rural area with low urban influence" "F"
711901 "Main urban area" "A"
704300 "Main urban area" "A"
704200 "Main urban area" "A"
282014 "Rural area with high urban influence" "D"
729800 "Main urban area" "A"
785900 "Main urban area" "A"
1119600 "Independent Urban Area" "B"
925303 "Main urban area" "A"
1137300 "Independent Urban Area" "B"
1139000 "Independent Urban Area" "B"
1139100 "Independent Urban Area" "B"
1137000 "Independent Urban Area" "B"
1139402 "Independent Urban Area" "B"
702300 "Main urban area" "A"
765002 "Rural area with high urban influence" "D"
1136702 "Independent Urban Area" "B"
810607 "Rural area with moderate urban influence" "E"
1136500 "Independent Urban Area" "B"
810603 "Rural area with moderate urban influence" "E"
1136701 "Independent Urban Area" "B"
811100 "Rural area with moderate urban influence" "E"
810604 "Rural area with high urban influence" "D"
1059505 "Highly rural/remote area" "G"
809104 "Main urban area" "A"
810606 "Rural area with high urban influence" "D"
810605 "Rural area with high urban influence" "D"
1137900 "Independent Urban Area" "B"
1349600 "Rural area with low urban influence" "F"
813300 "Rural area with moderate urban influence" "E"
812800 "Rural area with high urban influence" "D"
2518800 "Main urban area" "A"
2521100 "Main urban area" "A"
2517100 "Main urban area" "A"
2667800 "Main urban area" "A"
2604804 "Main urban area" "A"
2522000 "Main urban area" "A"
2520703 "Main urban area" "A"
2680000 "Main urban area" "A"
2663300 "Main urban area" "A"
2597200 "Main urban area" "A"
2680900 "Main urban area" "A"
2680100 "Main urban area" "A"
2516800 "Main urban area" "A"
2662300 "Main urban area" "A"
2603303 "Main urban area" "A"
2660800 "Main urban area" "A"
2520100 "Main urban area" "A"
2597500 "Main urban area" "A"
2594600 "Main urban area" "A"
2597600 "Main urban area" "A"
2637000 "Main urban area" "A"
2702000 "Main urban area" "A"
2647300 "Main urban area" "A"
2699206 "Main urban area" "A"
2627000 "Main urban area" "A"
2626900 "Main urban area" "A"
2137324 "Area outside urban/rural profile" "Z"
2626600 "Main urban area" "A"
2335301 "Main urban area" "A"
2626700 "Main urban area" "A"
2335100 "Main urban area" "A"
2119600 "Main urban area" "A"
2106400 "Main urban area" "A"
2109301 "Highly rural/remote area" "G"
2118200 "Main urban area" "A"
2334000 "Main urban area" "A"
2637100 "Main urban area" "A"
2634900 "Main urban area" "A"
3039404 "Highly rural/remote area" "G"
3034903 "Independent Urban Area" "B"
1742000 "Satellite Urban Area" "C"
2828700 "Rural area with low urban influence" "F"
1530800 "Independent Urban Area" "B"
2829100 "Rural area with low urban influence" "F"
1531800 "Independent Urban Area" "B"
1743600 "Satellite Urban Area" "C"
1770200 "Satellite Urban Area" "C"
1788600 "Rural area with moderate urban influence" "E"
2329700 "Main urban area" "A"
3039515 "Rural area with moderate urban influence" "E"
2123000 "Main urban area" "A"
1526300 "Rural area with low urban influence" "F"
2827501 "Rural area with low urban influence" "F"
1771303 "Satellite Urban Area" "C"
2292101 "Rural area with moderate urban influence" "E"
1769503 "Satellite Urban Area" "C"
1743800 "Satellite Urban Area" "C"
2849800 "Rural area with low urban influence" "F"
2292211 "Rural area with moderate urban influence" "E"
1743501 "Satellite Urban Area" "C"
3029000 "Rural area with low urban influence" "F"
1790400 "Rural area with moderate urban influence" "E"
2292101 "Rural area with moderate urban influence" "E"
2292210 "Independent Urban Area" "B"
1769502 "Satellite Urban Area" "C"
1743502 "Satellite Urban Area" "C"
1743900 "Satellite Urban Area" "C"
1769501 "Satellite Urban Area" "C"
2292101 "Rural area with moderate urban influence" "E"
2306612 "Independent Urban Area" "B"
2307205 "Independent Urban Area" "B"
2292101 "Rural area with moderate urban influence" "E"
3034902 "Independent Urban Area" "B"
3034901 "Independent Urban Area" "B"
1743700 "Satellite Urban Area" "C"
1530700 "Independent Urban Area" "B"
1536500 "Rural area with low urban influence" "F"
1767300 "Satellite Urban Area" "C"
2284801 "Highly rural/remote area" "G"
2346000 "Independent Urban Area" "B"
1874206 "Main urban area" "A"
2306614 "Independent Urban Area" "B"
1883600 "Highly rural/remote area" "G"
2306613 "Independent Urban Area" "B"
2072710 "Area outside urban/rural profile" "Z"
1883809 "Main urban area" "A"
1288803 "Area outside urban/rural profile" "Z"
2344902 "Independent Urban Area" "B"
1587903 "Main urban area" "A"
2346200 "Rural area with low urban influence" "F"
1563401 "Main urban area" "A"
1565000 "Rural area with moderate urban influence" "E"
1587901 "Area outside urban/rural profile" "Z"
1599800 "Main urban area" "A"
1597200 "Main urban area" "A"
1563700 "Rural area with high urban influence" "D"
1883810 "Main urban area" "A"
2284801 "Highly rural/remote area" "G"
1991500 "Main urban area" "A"
1901900 "Main urban area" "A"
1989500 "Main urban area" "A"
1919100 "Main urban area" "A"
1587903 "Main urban area" "A"
1991100 "Main urban area" "A"
1599600 "Main urban area" "A"
1931000 "Main urban area" "A"
1458802 "Main urban area" "A"
1902000 "Main urban area" "A"
1644100 "Independent Urban Area" "B"
1996801 "Main urban area" "A"
1458400 "Main urban area" "A"
1459400 "Main urban area" "A"
1650200 "Independent Urban Area" "B"
1644200 "Independent Urban Area" "B"
1646600 "Independent Urban Area" "B"
1402400 "Main urban area" "A"
1991800 "Main urban area" "A"
1991600 "Main urban area" "A"
1459500 "Main urban area" "A"
1646800 "Independent Urban Area" "B"
99800 "Main urban area" "A"
210000 "Rural area with moderate urban influence" "E"
180809 "Main urban area" "A"
323900 "Main urban area" "A"
501600 "Main urban area" "A"
231500 "Main urban area" "A"
614900 "Main urban area" "A"
2948100 "Main urban area" "A"
693500 "Main urban area" "A"
2952300 "Main urban area" "A"
369900 "Main urban area" "A"
2955700 "Main urban area" "A"
2910100 "Main urban area" "A"
2949000 "Main urban area" "A"
2909800 "Main urban area" "A"
2946800 "Main urban area" "A"
2950600 "Main urban area" "A"
97400 "Main urban area" "A"
2948600 "Main urban area" "A"
140800 "Independent Urban Area" "B"
2952200 "Main urban area" "A"
3154201 "Highly rural/remote area" "G"
149000 "Main urban area" "A"
3154205 "Highly rural/remote area" "G"
222300 "Main urban area" "A"
3154201 "Highly rural/remote area" "G"
438407 "Main urban area" "A"
3154201 "Highly rural/remote area" "G"
231001 "Main urban area" "A"
3154203 "Highly rural/remote area" "G"
244200 "Main urban area" "A"
3154201 "Highly rural/remote area" "G"
562200 "Main urban area" "A"
3154201 "Highly rural/remote area" "G"
586600 "Main urban area" "A"
3154201 "Highly rural/remote area" "G"
3154201 "Highly rural/remote area" "G"
1002703 "Independent Urban Area" "B"
1258708 "Rural area with low urban influence" "F"
3154205 "Highly rural/remote area" "G"
1258706 "Rural area with moderate urban influence" "E"
1245101 "Main urban area" "A"
1152302 "Rural area with moderate urban influence" "E"
998000 "Independent Urban Area" "B"
1265200 "Rural area with high urban influence" "D"
1001800 "Rural area with low urban influence" "F"
95400 "Main urban area" "A"
1258505 "Rural area with high urban influence" "D"
1019402 "Highly rural/remote area" "G"
137906 "Rural area with low urban influence" "F"
1246300 "Main urban area" "A"
1258504 "Rural area with high urban influence" "D"
802501 "Main urban area" "A"
808403 "Main urban area" "A"
180001 "Main urban area" "A"
1258707 "Rural area with moderate urban influence" "E"
1059603 "Rural area with low urban influence" "F"
1243900 "Main urban area" "A"
1057306 "Rural area with low urban influence" "F"
343900 "Main urban area" "A"
997500 "Independent Urban Area" "B"
1003000 "Rural area with low urban influence" "F"
1059615 "Highly rural/remote area" "G"
793800 "Main urban area" "A"
433401 "Main urban area" "A"
806601 "Main urban area" "A"
808501 "Main urban area" "A"
419800 "Main urban area" "A"
810300 "Rural area with high urban influence" "D"
805800 "Main urban area" "A"
496201 "Main urban area" "A"
801400 "Main urban area" "A"
807000 "Main urban area" "A"
612500 "Main urban area" "A"
1059704 "Highly rural/remote area" "G"
806401 "Main urban area" "A"
606202 "Main urban area" "A"
800400 "Main urban area" "A"
816000 "Rural area with high urban influence" "D"
997400 "Independent Urban Area" "B"
1264701 "Main urban area" "A"
1265306 "Highly rural/remote area" "G"
1003400 "Rural area with low urban influence" "F"
804700 "Main urban area" "A"
1059704 "Highly rural/remote area" "G"
802100 "Main urban area" "A"
808502 "Main urban area" "A"
1158405 "Main urban area" "A"
1157500 "Main urban area" "A"
1188002 "Main urban area" "A"
1204403 "Main urban area" "A"
955400 "Main urban area" "A"
1200000 "Main urban area" "A"
1201100 "Main urban area" "A"
976200 "Main urban area" "A"
1156700 "Main urban area" "A"
1158406 "Main urban area" "A"
1118301 "Independent Urban Area" "B"
1122100 "Independent Urban Area" "B"
924703 "Main urban area" "A"
1207500 "Rural area with moderate urban influence" "E"
979000 "Main urban area" "A"
979700 "Main urban area" "A"
730001 "Main urban area" "A"
926600 "Main urban area" "A"
712202 "Main urban area" "A"
1193701 "Rural area with high urban influence" "D"
711801 "Main urban area" "A"
724500 "Main urban area" "A"
785200 "Main urban area" "A"
725300 "Main urban area" "A"
282013 "Rural area with high urban influence" "D"
789400 "Main urban area" "A"
1118700 "Independent Urban Area" "B"
927002 "Main urban area" "A"
