"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","EASTING","NORTHING","NOTHING"
"32/15/0.937","11820","N","SH 30","2900141","17/09/2009","Thu","0147","MOTOR CYCLE1 NBD on SH 32 overtaking TRUCK2 ","MOTOR CYCLE1 alcohol test above limit or test refused, wandering or wobbling, did not see or look for other party until too late, stolen vehicle","Dry","Dark","Fine","Unknown","Nil","2","0","0","1845863","5753165",
"32/15/1.392","950","N","ALBCORE ROAD N","2903410","20/06/2009","Sat","1129","CAR1 NBD on SH 32 lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 lost control due to road conditions, driver over-reacted  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","Unknown","N/A","0","1","0","1845484","5752932",
"32/15/1.742","600","N","ALBCORE ROAD N","201004809","26/08/2010","Thu","1333","load or trailer from VAN1 SBD on SH 32 hit CAR2 ","VAN1 load not well secured or moved","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1845429","5752591",
"32/15/2.914","350","S","ALBCORE ROAD S","2903448","25/06/2009","Thu","0948","CAR1 SBD on SH 32 lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 too fast entering corner, lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","Unknown","N/A","0","2","0","1845599","5751475",
"32/15/7.757","5000","N","SH 30","201200131","18/12/2012","Tue","1339","CAR1 SBD on SH 32 lost control turning left, CAR1 hit Tree","CAR1 alcohol test below limit, too fast entering corner, swung wide on bend, inattentive, fatigue (drowsy, tired, fell asleep)","Unknown","Unknown","Unknown","Unknown","Nil","5","0","0","1843034","5747823",
"32/29/0","","I","SH 30","2904686","12/09/2009","Sat","1128","CAR1 WBD on SH 32 lost control turning left, CAR1 hit Guard Rail, Post Or Pole","CAR1 lost control due to road conditions  ENV: road slippery (rain)","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","0","0","1","1844173","5743966",
"32/29/0","","I","SH 30","201001684","17/02/2010","Wed","1010","MOTOR CYCLE1 SBD on SH 32 lost control turning right, MOTOR CYCLE1 hit Guard Rail on right hand bend ","MOTOR CYCLE1 lost control when turning, driving unfamiliar vehicle","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","1","1844173","5743966",
"32/29/3.486","100","N","BAKER ROAD","201101426","26/02/2011","Sat","2107","CAR1 SBD on SH 32 hit obstruction, CAR1 hit Stray Animal","CAR2 suddenly swerved to avoid animal  ENV: farm animal straying","Dry","Dark","Fine","Unknown","N/A","0","1","0","1842512","5740941",
"32/29/3.886","300","S","BAKER ROAD","201203785","02/08/2012","Thu","1634","CAR1 SBD on SH 32 swinging wide hit CAR2 head on","CAR1 swung wide on bend  SUV3 following too closely  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","2","0","1842351","5740575",
"32/29/5.062","530","S","PARITANIWHA ROAD","2806279","05/11/2008","Wed","2300","CAR1 NBD on SH 32 lost control turning right, CAR1 hit Cliff Bank, Fence, Post Or Pole on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, new driver showed inexperience","Wet","Dark","Light Rain","Unknown","Nil","0","0","2","1842092","5739429",
"32/29/5.072","540","S","PARITANIWHA ROAD","2804179","05/07/2008","Sat","1135","CAR1 NBD on SH 32 lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 lost control when turning, new driver showed inexperience, puncture or blowout","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1842093","5739419",
"32/29/7.217","200","N","ARATAKI ROAD","2905458","19/10/2009","Mon","1407","SUV1 SBD on SH 32 lost control while overtaking, SUV1 hit Cliff Bank, Ditch","SUV1 too far left/right, lost control while returning to seal from unsealed shoulder","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1842395","5737319",
"32/29/7.53","120","S","ARATAKI ROAD","2803545","15/06/2008","Sun","1725","CAR1 SBD on SH 32 lost control turning left, CAR1 hit Ditch, Water/River","CAR1 inattentive","Dry","Dark","Fine","Unknown","Nil","0","0","1","1842432","5737007",
"32/29/12.022","200","N","PAKONUI ROAD","2901288","12/01/2009","Mon","1400","TRUCK1 NBD on SH 32 lost control turning left, TRUCK1 hit Cliff Bank","TRUCK1 fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1844340","5733241",
"32/29/12.463","","I","POIHIPI ROAD","2906095","07/11/2009","Sat","1510","CAR1 SBD on SH 32 hit SUV2 turning right onto SH 32 from the left","SUV2 failed to give way at stop sign, misjudged intentions of another party","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","0","2","1844502","5732836",
"32/29/14.363","1900","S","POIHIPI ROAD","2905813","07/12/2009","Mon","1715","CAR1 SBD on SH 32 lost control turning right, CAR1 hit Cliff Bank, Fence on right hand bend ","CAR1 fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1845538","5731351",
"32/45/6.685","","I","KAKAHO ROAD","2804770","02/09/2008","Tue","1240","VAN1 WBD on SH 32 overtaking hit CAR2 turning right","VAN1 overtaking at an intersection  CAR2 didn't signal in time when turning right","Dry","Overcast","Fine","T Type Junction","Stop Sign","0","0","1","1840793","5725791",
"32/57/1.1","350","S","TIHOI MILL ROAD","201205271","08/12/2012","Sat","1405","SUV1 NBD on SH 32 lost control; went off road to right, SUV1 hit Cliff Bank","SUV1 too far left/right, lost control while returning to seal from unsealed shoulder, driver over-reacted, fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","3","1836930","5720855",
"32/57/10.319","980","N","WAIHAHA BR","2902366","18/02/2009","Wed","1710","TRUCK1 SBD on SH 32 lost control turning right, TRUCK1 hit Cliff Bank on right hand bend ","TRUCK1 lost control when turning, medical illness (not sudden eg flu)","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1833858","5713905",
"32/57/10.449","1850","S","WAIHAHA ROAD","201205207","25/11/2012","Sun","1657","MOTOR CYCLE1 SBD on SH 32 lost control turning right on right hand bend ","MOTOR CYCLE1 too far left/right, lost control when turning","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1833844","5713777",
"32/69/7.747","670","S","HAIRY DOG ROAD","201202244","10/04/2012","Tue","0600","TRUCK1 NBD on SH 32 lost control turning left","TRUCK1 lost control when turning  ENV: surface","Dry","Dark","Fine","Unknown","N/A","0","1","0","1833160","5708418",
"32/69/10.807","100","N","TE PUTU ROAD","201203433","10/07/2012","Tue","1230","CAR1 SBD on SH 32 lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","Unknown","N/A","0","0","1","1833337","5706232",
"32/82/0.901","2890","S","TE PUTU ROAD","201002199","19/02/2010","Fri","1125","CAR1 SBD on SH 32 lost control turning left, CAR1 hit Cliff Bank","CAR1 lost control when turning, fatigue due to lack of sleep","Dry","Overcast","Fine","Unknown","Nil","0","0","1","1832366","5704114",
"32/82/1.998","5900","N","KARANGAHAPE ROAD","201005970","28/12/2010","Tue","1405","CAR1 NBD on SH 32 lost control; went off road to right, CAR1 hit Ditch","CAR1 lost control, inattentive, driver over-reacted","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1833277","5703528",
"32/82/4.583","700","N","HAUHUNGAROA MILL","201005634","24/11/2010","Wed","2140","CAR1 NBD on SH 32 lost control turning left, CAR1 hit Fence, Other","CAR1 lost control due to road conditions, driver over-reacted","Dry","Twilight","Fine","Unknown","N/A","0","1","0","1833551","5701527",
"32/82/14.284","","I","SH 41","201004607","06/08/2010","Fri","1055","CAR1 SBD on SH 32 hit rear end of CAR2 stop/slow for cross traffic","CAR1 attention diverted","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","0","1","1832351","5692952",
"33/0/1.324","90","S","PARKCLIFF ROAD","2902004","28/02/2009","Sat","2159","CAR1 NBD on SH 33 lost control turning right, CAR1 hit Post Or Pole on right hand bend ","CAR1 too fast entering corner, lost control when turning, new driver showed inexperience  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","2","1891922","5781442",
"33/0/1.415","","I","PARKCLIFF ROAD","201000108","22/07/2010","Thu","0950","CAR1 NBD on SH 33 lost control on curve and hit VAN2 head on","CAR1 lost control, new driver showed inexperience","Wet","Overcast","Light Rain","T Type Junction","Nil","1","3","3","1891972","5781517",
"33/0/3.631","","I","TAKINGA ST","201204442","20/10/2012","Sat","2101","CAR1 NBD on SH 33 hit MOTOR CYCLE2 merging from the left","MOTOR CYCLE2 alcohol test above limit or test refused, failed to give way at give way sign","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","1","1892140","5783582",
"33/0/3.631","","I","TAKINGA ST","201203783","19/08/2012","Sun","1042","SUV1 NBD on SH 33 hit MOTOR CYCLE2 merging from the left","MOTOR CYCLE2 failed to give way at give way sign, driving unfamiliar vehicle","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","1","0","1892140","5783582",
"33/0/3.725","100","N","TAKINGA ST","2905818","12/12/2009","Sat","0500","CAR1 SBD on SH 33 lost control turning left, CAR1 hit Fence, Phone Box Etc., Parked Vehicle, Other","CAR1 too fast entering corner  ENV: road slippery (rain)","Wet","Overcast","Fine","Unknown","Nil","0","0","1","1892165","5783679",
"33/0/3.861","70","N","NGARETA ROAD","201201940","22/04/2012","Sun","1635","MOTOR CYCLE1 SBD on SH 33 lost control turning left","MOTOR CYCLE1 lost control when turning, driving unfamiliar vehicle","Dry","Bright Sun","Fine","Unknown","N/A","0","0","2","1892205","5783801",
"33/0/3.941","310","N","TAKINGA ST","2904225","15/08/2009","Sat","1131","CAR1 SBD on SH 33 lost control turning right, CAR1 went Over Bank, Tree on right hand bend ","CAR1 drugs suspected, lost control when turning","Wet","Overcast","Heavy Rain","Unknown","N/A","0","0","1","1892260","5783860",
"33/0/4.157","10","N","OHAU CHANNEL BR","201204496","02/11/2012","Fri","1615","CAR1 NBD on SH 33 hit CYCLIST2 (Age 10)U-turning from same direction of travel","CYCLIST2 didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1892351","5784049",
"33/0/4.704","30","N","HAMURANA ROAD","201004849","17/10/2010","Sun","1730","CAR1 NBD on SH 33 cutting corner hit SUV2 head on","CAR1 failed to keep left, on incorrect side of the island or median, overseas/migrant driver failed to adjust to NZ road rules and road conditions  ENV: heavy rain","Wet","Overcast","Heavy Rain","T Type Junction","Give Way Sign","0","2","1","1892325","5784584",
"33/0/5.604","930","N","HAMURANA ROAD","2902390","20/04/2009","Mon","0557","VAN1 SBD on SH 33 overtaking hit TRUCK2 head on","VAN1 overtaking with insufficient visibility  ENV: visibility limited by curve","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1893020","5785133",
"33/0/5.774","1100","N","HAMURANA ROAD","2901780","18/03/2009","Wed","1440","CAR1 SBD on SH 33 lost control; went off road to right, CAR1 hit Cliff Bank","CAR1 too far left/right, lost control while returning to seal from unsealed shoulder, attention diverted by cigarette etc","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1893129","5785263",
"33/0/6.324","1650","N","HAMURANA ROAD","2901392","06/02/2009","Fri","2334","VAN1 NBD on SH 33 hit obstruction, VAN1 hit Stray Animal","ENV: farm animal straying","Dry","Dark","Fine","Unknown","N/A","0","0","1","1893518","5785650",
"33/0/6.424","1750","N","HAMURANA ROAD","2803370","21/06/2008","Sat","1900","CAR1 NBD on SH 33 hit rear of CAR2 turning right from left side, CAR2 hit Tree","CAR2 turned right from left side of road, didnt see/look behind when changing lanes, position or direction  ENV: heavy rain, strong wind, entering or leaving private house / farm","Wet","Dark","Heavy Rain","Driveway","N/A","0","0","1","1893570","5785735",
"33/0/6.425","1370","W","TROUT POOL ROAD","2903548","28/05/2009","Thu","1510","CAR1 SBD on SH 33 lost control turning left, CAR1 hit Cliff Bank","CAR1 lost control when turning, impared ability due to old age","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1893570","5785735",
"33/0/7.695","100","W","TROUT POOL ROAD","2902359","02/04/2009","Thu","2335","SUV1 WBD on SH 33 lost control while overtaking, SUV1 hit Guard Rail, Water/River","SUV1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Wet","Dark","Mist","Unknown","N/A","0","2","2","1893568","5786972",
"33/0/7.765","30","W","TROUT POOL ROAD","2802829","09/05/2008","Fri","1035","CAR1 EBD on SH 33 swinging wide hit VAN2 head on","CAR1 alcohol test below limit, swung wide on bend, fatigue (drowsy, tired, fell asleep)","Wet","Overcast","Heavy Rain","T Type Junction","Stop Sign","0","0","3","1893627","5787009",
"33/0/8.614","500","W","OKERE ROAD","201101518","18/03/2011","Fri","1407","TRUCK1 WBD on SH 33 lost control turning right, TRUCK1 hit Traffic Sign on right hand bend ","TRUCK1 too far left/right, lost control when turning, attention diverted by cigarette etc","Dry","Bright Sun","Fine","Unknown","N/A","0","0","2","1894429","5786907",
"33/0/12.359","2000","N","MANIATUTU ROAD","2901225","20/01/2009","Tue","1130","SUV1 SBD on SH 33 hit rear end of CYCLIST2 (Age 4)stopped/moving slowly","SUV1 inattentive, attention diverted","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1895849","5789851",
"33/0/12.819","2460","N","MANIATUTU ROAD","201004354","16/08/2010","Mon","0500","CAR1 NBD on SH 33 lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol test below limit, inattentive, fatigue (drowsy, tired, fell asleep)","Wet","Dark","Fine","Unknown","Nil","0","0","1","1896074","5790250",
"33/0/14.259","3900","N","MANIATUTU ROAD","2803828","17/06/2008","Tue","1618","CAR1 NBD on SH 33 lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol test above limit or test refused, lost control when turning","Wet","Overcast","Light Rain","Unknown","N/A","0","0","2","1895999","5791572",
"33/0/15.859","5500","N","MANIATUTU ROAD","201001489","21/01/2010","Thu","0755","SUV1 SBD on SH 33 lost control turning left, SUV1 hit Cliff Bank","SUV1 lost control due to road conditions  ENV: road slippery (rain), heavy rain","Wet","Overcast","Heavy Rain","Unknown","Nil","0","0","1","1896113","5793093",
"33/0/16.409","6050","N","MANIATUTU ROAD","201000019","31/01/2010","Sun","1029","VAN1 SBD on SH 33 lost control on curve and hit BUS2 head on","VAN1 alcohol not suspected, tested and -ve (MoT use only), too fast for conditions, lost control when turning","Wet","Overcast","Light Rain","Unknown","Nil","2","0","2","1896453","5793465",
"33/0/16.947","600","N","NGAURUKEHU ROAD","2805228","07/11/2008","Fri","0730","CAR1 NBD on SH 33 lost control turning left, CAR1 hit Tree","CAR1 too fast entering corner, lost control when turning, driver over-reacted  ENV: slippery","Wet","Overcast","Fine","Unknown","N/A","0","0","1","1896465","5793997",
"33/17/0.275","7400","N","MANIATUTU ROAD","2900166","28/11/2009","Sat","1710","CAR1 SBD on SH 33 lost control on curve and hit SUV2 head on","CAR1 alcohol not suspected, tested and -ve (MoT use only), too fast entering corner, lost control","Wet","Overcast","Light Rain","Unknown","Nil","1","0","1","1896161","5794694",
"33/17/1.13","1100","N","ROTORUA BDY","201201996","09/05/2012","Wed","1450","CAR1 SBD on SH 33 lost control turning left, CAR1 hit Cliff Bank, Kerb","CAR1 too fast entering corner, lost control under heavy braking, driver over-reacted  ENV: slippery, fog or mist","Wet","Overcast","Mist","Unknown","N/A","0","0","1","1896171","5795436",
"33/17/1.33","1300","N","ROTORUA BDY","201202716","27/05/2012","Sun","2045","CAR1 NBD on SH 33 lost control turning left","CAR1 lost control when turning, emotionally upset/road rage  ENV: heavy rain","Wet","Dark","Heavy Rain","Unknown","N/A","0","1","0","1896361","5795495",
"33/17/1.35","1320","N","ROTORUA BDY","2902023","28/02/2009","Sat","1440","SUV1 SBD on SH 33 lost control turning right, SUV1 went Over Bank, Other on right hand bend ","SUV1 too fast entering corner, lost control when turning  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","0","2","1896379","5795504",
